## 【112 學年度第 2 學期版本】
113.4.22 112 學年度第 2 學期學分學程會議通過
113.5.30 第 180 次教務會議通過

### 核心課程

| 開課單位 | 課程名稱 | 學分數 | 備註 |
| :--- | :--- | :--- | :--- |
| 海科院 | 環境教育 | 2 | 環保署環境教育人員認證核心科目100100 |
| 海科院 | 環境教育教材教法 | 2 | 環保署環境教育人員認證核心科目106700 |
| 博雅向度六 | 環境倫理與環境政策 | 2 | 行政院環境保護署環境保護人員訓練所於中華民國109年3月10日發函公告，同意本校「環境倫理與環境政策」課程採計為環境教育人員認證核心科目「環境倫理」學分 |
| 服務學習 | 服務學習:服務學習與社會關懷 | 1 | — |
| 服務學習 | 服務學習:服務學習與提升就業力 | 1 | — |
| 服務學習 | 服務學習:文化設計與社區實作 | 1 | — |
| 服務學習 | 服務學習:園藝療癒與都市農園 | 1 | — |
| 服務學習 | 服務學習：新住民學童培力服務 | 1 | — |
| 服務學習 | 服務學習:弱勢兒少課輔與陪伴服務 | 1 | — |
| 服務學習 | 服務學習:人人都是科學家 | 1 | 符合環保署採計課程106500、106550 |
| 服務學習 | 服務學習:環境教育服務與推廣 | 1 | — |
| 服務學習 | 服務學習(三):臺灣獼猴生態宣導 | 1 | — |
| 服務學習 | 服務學習:國際志工服務課程 | 1 | — |
| 服務學習 | 服務學習(三):都市農園 | 1 | — |
| 服務學習 | 服務學習(三):美術館與服務學習 | 1 | — |
| 服務學習 | 服務學習(三):解密生活物理 | 1 | — |
| 服務學習 | 服務學習：新住民學童培力服務 | 1 | — |
| 服務學習 | 服務學習(三):弱勢兒少視訊教學服務 | 1 | — |
| 服務學習 | 服務學習:永續發展與服務體驗 | 1 | — |
| 海科院 | 環境教育實踐推廣 | 2 | — |

> 核心課程學分數：9 學分

### 選修課程

| 開課單位 | 課程名稱 | 學分數 | 備註 |
| :--- | :--- | :--- | :--- |
| 中學學程 | 教育社會學 | 2 | 112-2新增 |
| 教育博 | 教育社會學研究 | 3 | — |
| 教育碩 | — | 3 | — |
| 教育碩 | 非制式科學教育研究 | 3 | — |
| 教育碩 | 科學教育研究 | 3 | — |
| 社會系 | 環境社會學 | 3 | 符合環保署採計課程103300 |
| 社會碩 | 社會學研究方法 | 3 | — |
| 海工系、跨院選修(海) | 計畫學導論 | 3 | — |
| 海事碩 | 海洋事務總論 | 3 | — |
| 教育碩 | 永續發展教育研究 | 3 | — |
| 教育博、教人全英博 | — | — | — |
| 教育博 | 科學教育研究 | 3 | — |
| 博雅向度五 | 科學探究的應用 | 2 | — |
| 公事碩 | 環境心理學 | 2 | 符合環保署採計課程103500 |
| 博雅向度六 | 環境科學 | 2 | 符合環保署採計課程112200 |
| 中學學程 | 課程發展與設計 | 2 | — |
| 校際選課、教育碩、教育博 | — | 3 | — |
| 校際選課、中學學程 | 教育概論 | 2 | — |
| 跨院選修(通) | 氣候變遷與永續農業發展 | 3 | 112-2新增 |
| 公事碩 | 氣候行動書報討論 | 1 | 112-2新增 |
| 機電系 | 太陽能工程概論 | 3 | — |
| 公事碩 | 城鄉發展與環境變遷 | 2 | — |
| 光電系 | 太陽能電池導論 | 3 | — |
| 光電系 | 光電替代能源概論 | 3 | — |
| 光電碩 | 有機太陽能電池 | 3 | — |
| 材光碩 | 太陽能科技 | 3 | — |
| 海科系 | 古海洋學概論 | 3 | 符合環保署採計課程201700 |
| 海科系 | 海洋微體古生物學 | 2 | — |
| 海科系 | 海洋微體古生物學實習 | 1 | — |
| 海科系、跨院選修(海) | 全球環境變遷概論 | 2 | 符合環保署採計課程202800 |
| 海科系 | 現代海洋學 | 3 | 符合環保署採計課程617300、201710、201720 |
| 環工碩 | 氣象學 | 3 | 符合環保署採計課程313050 |
| 海科系 | 海洋系統科學（一） | 2 | 符合環保署採計課程203100、617300 |
| 海科系 | 海洋系統科學（二） | 2 | 符合環保署採計課程203100、617300 |
| 海科系、海科碩 | 古氣候學概論 | 2 | 符合環保署採計課程201000 |
| 海科碩 | 高等古海洋學 | 3 | — |
| 工學院、跨院選修(工) | 科技前沿 | 2 | — |
| 光電系 | — | — | — |
| 博雅向度四 | 現今科技與社會 | 2 | 符合環保署採計課程213200 |
| 博雅向度六 | 環境變遷與生態保育 | 2 | — |
| 博雅向度六 | 氣候變遷與調適 | 2 | 符合環保署採計課程207600 |
| 博雅向度六 | 光電生活與能源永續 | 2 | — |
| 機電系 | 太陽能工程概論 | 3 | — |
| 機電碩 | 太陽能工程 | 3 | — |
| 海工系、校際 | 土壤力學 | 3 | 符合環保署採計課程307500 |
| 校際(學士班) | 地理資訊系統概論 | 3 | 符合環保署採計課程314400 |
| 海工碩 | 海洋大地工程(二) | 3 | — |
| 海工系 | 土壤力學實驗 | 1 | — |
| 海工系 | 水文學 | 3 | 符合環保署採計課程313060 |
| 環工博 | 地下水文學 | 3 | 符合環保署採計課程313090 |
| 海工系 | 水資源工程 | 3 | 符合環保署採計課程613000 |
| 海工系 | 海岸工程學 | 3 | — |
| 海工系、跨院選修(海) | 海岸開發及保育工程 | 3 | — |
